10000000    16334480    2016-07-02 debtconsolidation              0                  23765                  60 months  9.38                   498                    D1    NULL
10000001    16334481    2016-07-03 debtconsolidation              0                  24302                  60 months  6.84                   479                    C3    NULL
10000002    16334482    2016-07-04 debtconsolidation              0                  18395                  60 months  15.67                  444                    E1    NULL
10000003    16334483    2016-07-05 debtconsolidation              0                  19621                  48 months  7.48                   474                    A1    NULL
10000004    16334484    2016-07-06 debtconsolidation              0                  20577                  48 months  9.26                   515                    E3    NULL
10000005    16334485    2016-07-07 debtconsolidation              0                  21751                  60 months  6.6                    427                    C2    NULL
10000006    16334486    2016-07-08 debtconsolidation              0                  19911                  48 months  14.12                  545                    C3    NULL
10000007    16334487    2016-07-09 debtconsolidation              0                  21274                  60 months  12.86                  483                    C3    NULL
10000008    16334488    2016-07-10 debtconsolidation              0                  25574                  60 months  13.26                  585                    C2    NULL
10000009    16334489    2016-07-11 debtconsolidation              0                  24363                  48 months  13.87                  664                    C1    NULL
10000010    16334490    2016-07-12 debtconsolidation              0                  16706                  48 months  12.55                  NULL                   A1    NULL
10000011    16334491    2016-07-13 debtconsolidation              0                  19700                  48 months  8.71                   488                    E1    NULL
10000012    16334492    2016-07-14 debtconsolidation              0                  17890                  60 months  8.13                   364                    A3    NULL
10000013    16334493    2016-07-15 debtconsolidation              0                  25015                  36 months  9.38                   800                    D1    NULL
10000014    16334494    2016-07-16 debtconsolidation              0                  18572                  60 months  9.6                    391                    A1    NULL
10000015    16334495    2016-07-17 homeimprovement                0                  21720                  60 months  18.19                  554                    C1    NULL
10000016    16334496    2016-07-18 debtconsolidation              0                  13999                  60 months  6.67                   275                    A1    NULL
10000017    16334497    2016-07-19 debtconsolidation              0                  24864                  48 months  19.43                  749                    C1    NULL
10000018    16334498    2016-07-20 debtconsolidation              0                  14228                  60 months  6.19                   276                    A1    NULL
10000019    16334499    2016-07-21 business                       0                  19389                  60 months  7.64                   390                    B3    NULL
10000020    16334500    2016-07-22 homeimprovement                0                  18235                  36 months  18.65                  665                    B2    NULL
10000021    16334501    2016-07-23 debtconsolidation              0                  18493                  36 months  7.52                   575                    A1    NULL


